Task;Grounder;KGE;EmbedSize;WeightLoss_Task;Reasoner_depth;Model_name;Time;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_concept_hits@5@5;train_concept_hits@10@10;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;train_task_hits@5@5;train_task_hits@10@10;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_concept_hits@5@5;val_concept_hits@10@10;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;val_task_hits@5@5;val_task_hits@10@10;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_concept_hits@5@5;test_concept_hits@10@10;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3;test_task_hits@5@5;test_task_hits@10@10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_S1_p;backward;distmult;100;0.5;3;rnm;[21.930726957321166, 0.9415749754898189];[0.0122, 0.0001];[0.0122, 0.0001];[0.0122, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3129, 0.0215];[0.3129, 0.0215];[0.3129, 0.0215];[0.9269, 0.011];[0.892, 0.0214];[0.954, 0.0102];[0.964, 0.0102];[0.998, 0.004];[0.9269, 0.011];[0.892, 0.0214];[0.954, 0.0102];[0.964, 0.0102];[0.998, 0.004];[0.3482, 0.0667];[0.3482, 0.0667];[0.3482, 0.0667];[0.9138, 0.0102];[0.876, 0.015];[0.932, 0.0204];[1.0, 0.0];[1.0, 0.0];[0.9138, 0.0102];[0.876, 0.015];[0.932, 0.0204];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;200;0.5;1;no_reasoner;[22.20621347427368, 1.4840635036461787];[2.5769, 0.0001];[0.0121, 0.0001];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6048, 0.0055];[0.3328, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.8503, 0.0119];[0.2984, 0.0237];[1.4023, 0.0];[0.9349, 0.0084];[0.9, 0.0167];[0.962, 0.0075];[0.968, 0.0117];[0.998, 0.004];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[1.7074, 0.0503];[0.3298, 0.1005];[3.085, 0.0];[0.9227, 0.0189];[0.884, 0.0233];[0.936, 0.0265];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;200;0.5;1;dcr;[31.841622495651244, 1.487768014623569];[0.0169, 0.0004];[0.0122, 0.0001];[0.014, 0.0006];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.303, 0.0286];[0.2996, 0.0291];[0.2987, 0.0283];[0.9374, 0.0119];[0.908, 0.024];[0.962, 0.0098];[0.968, 0.0117];[0.998, 0.004];[0.9374, 0.0119];[0.908, 0.024];[0.962, 0.0098];[0.97, 0.0089];[0.99, 0.0063];[0.3234, 0.0982];[0.3227, 0.1013];[0.3163, 0.0953];[0.9287, 0.017];[0.892, 0.0204];[0.94, 0.0283];[1.0, 0.0];[1.0, 0.0];[0.9277, 0.0176];[0.892, 0.0204];[0.94, 0.0283];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;200;0.5;1;r2n;[33.49633560180664, 1.4545003684950617];[0.0134, 0.0002];[0.0122, 0.0001];[0.0147, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2942, 0.0269];[0.2947, 0.0272];[0.2937, 0.0267];[0.9389, 0.0088];[0.91, 0.021];[0.962, 0.0117];[0.968, 0.0117];[0.998, 0.004];[0.9393, 0.0089];[0.91, 0.021];[0.964, 0.0102];[0.97, 0.0089];[0.998, 0.004];[0.3238, 0.0921];[0.3254, 0.0944];[0.3222, 0.0899];[0.9293, 0.0178];[0.896, 0.0233];[0.94, 0.0283];[1.0, 0.0];[1.0, 0.0];[0.9287, 0.0185];[0.896, 0.0233];[0.94, 0.0283];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;200;0.5;1;sbr;[23.8476363658905, 1.1310852980632804];[0.0168, 0.0006];[0.0141, 0.0005];[0.0195, 0.0007];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.1914, 0.0181];[0.1832, 0.0208];[0.1996, 0.0157];[0.9497, 0.0074];[0.93, 0.011];[0.962, 0.0117];[0.972, 0.0117];[1.0, 0.0];[0.9638, 0.0079];[0.944, 0.0102];[0.988, 0.0117];[0.994, 0.008];[1.0, 0.0];[0.2392, 0.0746];[0.2505, 0.0857];[0.2279, 0.0647];[0.9376, 0.0145];[0.908, 0.0204];[0.952, 0.0325];[1.0, 0.0];[1.0, 0.0];[0.961, 0.021];[0.936, 0.032];[0.996, 0.008];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;200;0.5;1;rnm;[24.395850276947023, 1.3800638202905617];[0.013, 0.0001];[0.0122, 0.0001];[0.0137, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2374, 0.028];[0.2433, 0.0281];[0.2315, 0.0284];[0.9447, 0.0096];[0.92, 0.021];[0.962, 0.0117];[0.968, 0.0117];[1.0, 0.0];[0.9495, 0.0114];[0.92, 0.021];[0.972, 0.0117];[0.992, 0.0098];[1.0, 0.0];[0.2694, 0.0733];[0.2983, 0.0905];[0.2405, 0.0567];[0.9309, 0.018];[0.9, 0.0253];[0.94, 0.0283];[1.0, 0.0];[1.0, 0.0];[0.9371, 0.0192];[0.9, 0.0253];[0.976, 0.0294];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;200;0.5;3;no_reasoner;[22.980015182495116, 1.4790018702789731];[2.5769, 0.0001];[0.0121, 0.0001];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6048, 0.0055];[0.3328, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.8503, 0.0119];[0.2984, 0.0237];[1.4023, 0.0];[0.9349, 0.0084];[0.9, 0.0167];[0.962, 0.0075];[0.968, 0.0117];[0.998, 0.004];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[1.7074, 0.0503];[0.3298, 0.1005];[3.085, 0.0];[0.9227, 0.0189];[0.884, 0.0233];[0.936, 0.0265];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;200;0.5;3;dcr;[46.46028647422791, 1.5631960279483579];[0.0231, 0.0002];[0.0122, 0.0001];[0.0121, 0.0003];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.342, 0.0774];[0.2902, 0.0285];[0.3719, 0.1508];[0.9379, 0.0101];[0.908, 0.0204];[0.962, 0.0075];[0.968, 0.0117];[0.998, 0.004];[0.9315, 0.0141];[0.9, 0.0237];[0.958, 0.004];[0.968, 0.0117];[0.998, 0.004];[0.4312, 0.2538];[0.3147, 0.0963];[0.5258, 0.451];[0.9255, 0.0162];[0.888, 0.0204];[0.94, 0.0283];[1.0, 0.0];[1.0, 0.0];[0.9259, 0.0211];[0.896, 0.0196];[0.936, 0.0233];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;200;0.5;3;r2n;[51.33076391220093, 1.7125128172911506];[0.043, 0.0589];[0.0123, 0.0002];[0.0738, 0.1179];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9947, 0.0106];[0.9897, 0.0205];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.3119, 0.035];[0.2885, 0.0319];[0.3354, 0.0777];[0.9402, 0.009];[0.91, 0.021];[0.962, 0.0075];[0.968, 0.0117];[0.998, 0.004];[0.9271, 0.0231];[0.89, 0.0405];[0.956, 0.0102];[0.968, 0.0117];[0.994, 0.0049];[0.3081, 0.0894];[0.3095, 0.0915];[0.3066, 0.0873];[0.9295, 0.0128];[0.896, 0.015];[0.94, 0.0283];[1.0, 0.0];[1.0, 0.0];[0.9293, 0.0131];[0.896, 0.015];[0.94, 0.0283];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;200;0.5;3;sbr;[25.788807010650636, 1.9980786987874541];[0.0122, 0.0001];[0.0122, 0.0001];[0.0122, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2961, 0.029];[0.2961, 0.029];[0.2961, 0.029];[0.9394, 0.0094];[0.91, 0.021];[0.964, 0.0102];[0.968, 0.0117];[0.998, 0.004];[0.9394, 0.0094];[0.91, 0.021];[0.964, 0.0102];[0.968, 0.0117];[0.998, 0.004];[0.3187, 0.0954];[0.3187, 0.0954];[0.3187, 0.0954];[0.9237, 0.0141];[0.884, 0.015];[0.94, 0.0283];[1.0, 0.0];[1.0, 0.0];[0.9237, 0.0141];[0.884, 0.015];[0.94, 0.0283];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;distmult;200;0.5;3;rnm;[25.734207153320312, 1.6366672664102042];[0.0122, 0.0001];[0.0122, 0.0001];[0.0122, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.2961, 0.029];[0.2961, 0.029];[0.2961, 0.029];[0.9394, 0.0094];[0.91, 0.021];[0.964, 0.0102];[0.968, 0.0117];[0.998, 0.004];[0.9394, 0.0094];[0.91, 0.021];[0.964, 0.0102];[0.968, 0.0117];[0.998, 0.004];[0.3187, 0.0954];[0.3187, 0.0954];[0.3187, 0.0954];[0.9237, 0.0141];[0.884, 0.015];[0.94, 0.0283];[1.0, 0.0];[1.0, 0.0];[0.9237, 0.0141];[0.884, 0.015];[0.94, 0.0283];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;transe;10;0.5;1;no_reasoner;[19.332253074645998, 1.5848302298524484];[3.3469, 0.0019];[1.5521, 0.0039];[5.1416, 0.0];[0.6077, 0.0082];[0.3286, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6048, 0.0055];[0.3328, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9144, 0.0027];[0.4265, 0.0055];[1.4023, 0.0];[0.6428, 0.0113];[0.558, 0.0172];[0.64, 0.0167];[0.726, 0.0185];[0.948, 0.016];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[2.0006, 0.0117];[0.9162, 0.0233];[3.085, 0.0];[0.7293, 0.0385];[0.58, 0.0537];[0.844, 0.0445];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;transe;10;0.5;1;dcr;[22.732636785507204, 2.2841417975537905];[1.4418, 0.0116];[1.5547, 0.0025];[1.3213, 0.0211];[0.6032, 0.0105];[0.3216, 0.0165];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6608, 0.016];[0.4207, 0.0252];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4131, 0.0164];[0.4272, 0.0057];[0.3914, 0.0359];[0.6373, 0.0091];[0.548, 0.0117];[0.634, 0.0307];[0.738, 0.0248];[0.938, 0.0214];[0.6813, 0.0218];[0.598, 0.0354];[0.692, 0.0271];[0.764, 0.0242];[0.95, 0.0276];[0.6993, 0.0341];[0.9092, 0.0085];[0.4816, 0.0672];[0.7341, 0.0147];[0.604, 0.0196];[0.824, 0.032];[1.0, 0.0];[1.0, 0.0];[0.8187, 0.0315];[0.704, 0.0388];[0.904, 0.0265];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;transe;10;0.5;1;r2n;[21.1784619808197, 1.6190415399567817];[1.4996, 0.0026];[1.5547, 0.0025];[1.4445, 0.0038];[0.6032, 0.0105];[0.3216, 0.0165];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6067, 0.0103];[0.327, 0.0152];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4118, 0.0053];[0.4272, 0.0057];[0.3964, 0.006];[0.6373, 0.0091];[0.548, 0.0117];[0.634, 0.0307];[0.738, 0.0248];[0.938, 0.0214];[0.6455, 0.016];[0.558, 0.0133];[0.634, 0.0413];[0.748, 0.0445];[0.946, 0.0287];[0.8803, 0.0069];[0.9092, 0.0085];[0.8515, 0.0062];[0.7341, 0.0147];[0.604, 0.0196];[0.824, 0.032];[1.0, 0.0];[1.0, 0.0];[0.7408, 0.0107];[0.62, 0.0283];[0.808, 0.016];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;transe;10;0.5;1;sbr;[19.297384595870973, 1.5963804023662986];[1.546, 0.0033];[1.5547, 0.0025];[1.5373, 0.0043];[0.6032, 0.0105];[0.3216, 0.0165];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.5965, 0.0094];[0.3128, 0.0154];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.418, 0.0063];[0.4272, 0.0057];[0.4087, 0.0069];[0.6373, 0.0091];[0.548, 0.0117];[0.634, 0.0307];[0.738, 0.0248];[0.938, 0.0214];[0.6349, 0.0129];[0.546, 0.0136];[0.638, 0.0331];[0.722, 0.0371];[0.938, 0.0204];[0.8785, 0.0063];[0.9092, 0.0085];[0.8479, 0.0097];[0.7341, 0.0147];[0.604, 0.0196];[0.824, 0.032];[1.0, 0.0];[1.0, 0.0];[0.7303, 0.011];[0.596, 0.0233];[0.804, 0.0294];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;transe;10;0.5;1;rnm;[19.389838314056398, 1.5558711021738574];[1.5496, 0.003];[1.5547, 0.0025];[1.5445, 0.0036];[0.6032, 0.0105];[0.3216, 0.0165];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6, 0.0086];[0.3184, 0.0134];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4212, 0.0062];[0.4272, 0.0057];[0.4152, 0.0069];[0.6373, 0.0091];[0.548, 0.0117];[0.634, 0.0307];[0.738, 0.0248];[0.938, 0.0214];[0.6375, 0.0096];[0.548, 0.0117];[0.638, 0.0331];[0.724, 0.0265];[0.942, 0.0279];[0.8909, 0.0062];[0.9092, 0.0085];[0.8727, 0.0081];[0.7341, 0.0147];[0.604, 0.0196];[0.824, 0.032];[1.0, 0.0];[1.0, 0.0];[0.729, 0.0089];[0.596, 0.0196];[0.82, 0.0283];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;transe;10;0.5;3;no_reasoner;[19.505798196792604, 2.345560133207159];[3.3469, 0.0019];[1.5521, 0.0039];[5.1416, 0.0];[0.6077, 0.0082];[0.3286, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6048, 0.0055];[0.3328, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9144, 0.0027];[0.4265, 0.0055];[1.4023, 0.0];[0.6428, 0.0113];[0.558, 0.0172];[0.64, 0.0167];[0.726, 0.0185];[0.948, 0.016];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[2.0006, 0.0117];[0.9162, 0.0233];[3.085, 0.0];[0.7293, 0.0385];[0.58, 0.0537];[0.844, 0.0445];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;transe;10;0.5;3;dcr;[30.66266679763794, 2.1471478164034874];[1.4686, 0.0208];[1.5547, 0.0025];[1.3617, 0.0411];[0.6032, 0.0105];[0.3216, 0.0165];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.629, 0.0327];[0.3616, 0.0613];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4038, 0.0037];[0.4272, 0.0057];[0.3594, 0.0098];[0.6373, 0.0091];[0.548, 0.0117];[0.634, 0.0307];[0.738, 0.0248];[0.938, 0.0214];[0.6626, 0.0349];[0.576, 0.035];[0.672, 0.0431];[0.756, 0.0393];[0.954, 0.0174];[0.6504, 0.0087];[0.9092, 0.0085];[0.3707, 0.0187];[0.7341, 0.0147];[0.604, 0.0196];[0.824, 0.032];[1.0, 0.0];[1.0, 0.0];[0.8008, 0.0707];[0.692, 0.1048];[0.88, 0.049];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;transe;10;0.5;3;r2n;[25.14762887954712, 2.229696350133643];[1.4984, 0.0023];[1.5547, 0.0025];[1.4421, 0.0026];[0.6032, 0.0105];[0.3216, 0.0165];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6065, 0.0074];[0.3259, 0.0116];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4116, 0.0066];[0.4272, 0.0057];[0.3961, 0.008];[0.6373, 0.0091];[0.548, 0.0117];[0.634, 0.0307];[0.738, 0.0248];[0.938, 0.0214];[0.641, 0.0176];[0.55, 0.011];[0.636, 0.0356];[0.742, 0.0371];[0.956, 0.0206];[0.8811, 0.0053];[0.9092, 0.0085];[0.853, 0.0154];[0.7341, 0.0147];[0.604, 0.0196];[0.824, 0.032];[1.0, 0.0];[1.0, 0.0];[0.738, 0.025];[0.604, 0.0445];[0.824, 0.0196];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;transe;10;0.5;3;sbr;[20.884093236923217, 1.9341731486488578];[1.5547, 0.0025];[1.5547, 0.0025];[1.5547, 0.0025];[0.6032, 0.0105];[0.3216, 0.0165];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6032, 0.0105];[0.3216, 0.0165];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4272, 0.0057];[0.4272, 0.0057];[0.4272, 0.0057];[0.6373, 0.0091];[0.548, 0.0117];[0.634, 0.0307];[0.738, 0.0248];[0.938, 0.0214];[0.6373, 0.0091];[0.548, 0.0117];[0.634, 0.0307];[0.738, 0.0248];[0.938, 0.0214];[0.9092, 0.0085];[0.9092, 0.0085];[0.9092, 0.0085];[0.7341, 0.0147];[0.604, 0.0196];[0.824, 0.032];[1.0, 0.0];[1.0, 0.0];[0.7341, 0.0147];[0.604, 0.0196];[0.824, 0.032];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;transe;10;0.5;3;rnm;[22.390038442611694, 2.424059154604265];[1.5547, 0.0025];[1.5547, 0.0025];[1.5547, 0.0025];[0.6032, 0.0105];[0.3216, 0.0165];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6032, 0.0105];[0.3216, 0.0165];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4272, 0.0057];[0.4272, 0.0057];[0.4272, 0.0057];[0.6373, 0.0091];[0.548, 0.0117];[0.634, 0.0307];[0.738, 0.0248];[0.938, 0.0214];[0.6373, 0.0091];[0.548, 0.0117];[0.634, 0.0307];[0.738, 0.0248];[0.938, 0.0214];[0.9092, 0.0085];[0.9092, 0.0085];[0.9092, 0.0085];[0.7341, 0.0147];[0.604, 0.0196];[0.824, 0.032];[1.0, 0.0];[1.0, 0.0];[0.7341, 0.0147];[0.604, 0.0196];[0.824, 0.032];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;transe;100;0.5;1;no_reasoner;[21.32036871910095, 1.9408897620024572];[3.3469, 0.0019];[1.5521, 0.0039];[5.1416, 0.0];[0.6077, 0.0082];[0.3286, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6048, 0.0055];[0.3328, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9144, 0.0027];[0.4265, 0.0055];[1.4023, 0.0];[0.6428, 0.0113];[0.558, 0.0172];[0.64, 0.0167];[0.726, 0.0185];[0.948, 0.016];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[2.0006, 0.0117];[0.9162, 0.0233];[3.085, 0.0];[0.7293, 0.0385];[0.58, 0.0537];[0.844, 0.0445];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;transe;100;0.5;1;dcr;[26.605034112930298, 2.3187272754935684];[1.4413, 0.008];[1.5547, 0.0025];[1.3201, 0.0145];[0.6032, 0.0105];[0.3216, 0.0165];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6622, 0.0094];[0.4207, 0.0159];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4171, 0.0151];[0.4272, 0.0057];[0.3992, 0.0274];[0.6373, 0.0091];[0.548, 0.0117];[0.634, 0.0307];[0.738, 0.0248];[0.938, 0.0214];[0.6883, 0.0119];[0.604, 0.0196];[0.704, 0.0206];[0.78, 0.0228];[0.954, 0.0224];[0.7056, 0.018];[0.9092, 0.0085];[0.4942, 0.0385];[0.7341, 0.0147];[0.604, 0.0196];[0.824, 0.032];[1.0, 0.0];[1.0, 0.0];[0.8041, 0.0177];[0.7, 0.0283];[0.896, 0.0294];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;transe;100;0.5;1;r2n;[26.924206161499022, 2.214554772393002];[1.4996, 0.0026];[1.5547, 0.0025];[1.4445, 0.0038];[0.6032, 0.0105];[0.3216, 0.0165];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6067, 0.0103];[0.327, 0.0152];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4118, 0.0053];[0.4272, 0.0057];[0.3964, 0.006];[0.6373, 0.0091];[0.548, 0.0117];[0.634, 0.0307];[0.738, 0.0248];[0.938, 0.0214];[0.6455, 0.016];[0.558, 0.0133];[0.634, 0.0413];[0.748, 0.0445];[0.946, 0.0287];[0.8803, 0.0069];[0.9092, 0.0085];[0.8515, 0.0062];[0.7341, 0.0147];[0.604, 0.0196];[0.824, 0.032];[1.0, 0.0];[1.0, 0.0];[0.7408, 0.0107];[0.62, 0.0283];[0.808, 0.016];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;transe;100;0.5;1;sbr;[22.345252418518065, 2.2426211577825352];[1.546, 0.0033];[1.5547, 0.0025];[1.5373, 0.0043];[0.6032, 0.0105];[0.3216, 0.0165];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.5965, 0.0094];[0.3128, 0.0154];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.418, 0.0063];[0.4272, 0.0057];[0.4087, 0.0069];[0.6373, 0.0091];[0.548, 0.0117];[0.634, 0.0307];[0.738, 0.0248];[0.938, 0.0214];[0.6349, 0.0129];[0.546, 0.0136];[0.638, 0.0331];[0.722, 0.0371];[0.938, 0.0204];[0.8785, 0.0063];[0.9092, 0.0085];[0.8479, 0.0097];[0.7341, 0.0147];[0.604, 0.0196];[0.824, 0.032];[1.0, 0.0];[1.0, 0.0];[0.7303, 0.011];[0.596, 0.0233];[0.804, 0.0294];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;transe;100;0.5;1;rnm;[21.076886892318726, 0.2665977373360794];[1.5496, 0.003];[1.5547, 0.0025];[1.5445, 0.0036];[0.6032, 0.0105];[0.3216, 0.0165];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6, 0.0086];[0.3184, 0.0134];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4212, 0.0062];[0.4272, 0.0057];[0.4152, 0.0069];[0.6373, 0.0091];[0.548, 0.0117];[0.634, 0.0307];[0.738, 0.0248];[0.938, 0.0214];[0.6375, 0.0096];[0.548, 0.0117];[0.638, 0.0331];[0.724, 0.0265];[0.942, 0.0279];[0.8909, 0.0062];[0.9092, 0.0085];[0.8727, 0.0081];[0.7341, 0.0147];[0.604, 0.0196];[0.824, 0.032];[1.0, 0.0];[1.0, 0.0];[0.729, 0.0089];[0.596, 0.0196];[0.82, 0.0283];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;transe;100;0.5;3;no_reasoner;[21.864637899398804, 2.4337951838687157];[3.3469, 0.0019];[1.5521, 0.0039];[5.1416, 0.0];[0.6077, 0.0082];[0.3286, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6048, 0.0055];[0.3328, 0.0124];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9144, 0.0027];[0.4265, 0.0055];[1.4023, 0.0];[0.6428, 0.0113];[0.558, 0.0172];[0.64, 0.0167];[0.726, 0.0185];[0.948, 0.016];[0.6407, 0.0136];[0.548, 0.0194];[0.648, 0.016];[0.72, 0.0303];[0.948, 0.0194];[2.0006, 0.0117];[0.9162, 0.0233];[3.085, 0.0];[0.7293, 0.0385];[0.58, 0.0537];[0.844, 0.0445];[1.0, 0.0];[1.0, 0.0];[0.7321, 0.0418];[0.592, 0.05];[0.784, 0.0496];[1.0, 0.0];[1.0, 0.0]
train_S1_p;backward;transe;100;0.5;3;dcr;[40.746822881698606, 4.544191428259591];[1.4484, 0.0108];[1.5547, 0.0025];[1.3207, 0.02];[0.6032, 0.0105];[0.3216, 0.0165];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6643, 0.014];[0.4265, 0.022];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.4665, 0.0262];[0.4272, 0.0057];[0.4842, 0.0568];[0.6373, 0.0091];[0.548, 0.0117];[0.634, 0.0307];[0.738, 0.0248];[0.938, 0.0214];[0.6935, 0.0234];[0.604, 0.0273];[0.708, 0.0286];[0.786, 0.0224];[0.952, 0.0172];[0.789, 0.0637];[0.9092, 0.0085];[0.6474, 0.1312];[0.7341, 0.0147];[0.604, 0.0196];[0.824, 0.032];[1.0, 0.0];[1.0, 0.0];[0.8303, 0.0142];[0.732, 0.016];[0.9, 0.0219];[1.0, 0.0];[1.0, 0.0]
